pathway,pval,padj,log2err,ES,NES,size,leadingEdge
BIOCARTA_CELLCYCLE_PATHWAY,0.0962962962962963,0.2309707033886864,0.19578900214894943,0.4702314866424194,1.36226894778796,23,
BIOCARTA_CERAMIDE_PATHWAY,0.09073724007561437,0.22141189397060843,0.20429475651688608,0.4888444691984509,1.3809059846190097,21,
BIOCARTA_CHEMICAL_PATHWAY,0.10077519379844961,0.23938656144180448,0.19578900214894943,0.5071984351303572,1.3782006785338503,18,
BIOCARTA_CHREBP_PATHWAY,0.6957364341085271,0.9506828806097505,0.06103637283091772,0.30273866694120327,0.8226260321358532,18,
BIOCARTA_CK1_PATHWAY,0.7757201646090535,1,0.058718587955594134,-0.29634887118474046,-0.7920816490989415,15,
BIOCARTA_COMP_PATHWAY,1.3205485079027169e-6,2.8334377767390903e-5,0.6435518361507222,0.8420560390567923,2.2407958511267863,16,
BIOCARTA_CREB_PATHWAY,0.9936575052854123,1,0.04850598364694698,-0.17957671203591535,-0.5360075309769164,21,
BIOCARTA_CSK_PATHWAY,3.3582139207099723e-4,0.0027506698255109897,0.49849310876659025,0.7257268173946217,2.005682225938186,19,
BIOCARTA_CTCF_PATHWAY,1.4533152777180297e-4,0.0014272857503559158,0.5188480777437918,0.6853541647340189,2.0054741777542477,24,
BIOCARTA_CTLA4_PATHWAY,0.0027675620288679266,0.015927601880423577,0.4317076958033464,0.6759605759048939,1.836774839683447,18,
BIOCARTA_CXCR4_PATHWAY,0.5299806576402321,0.8016718913270637,0.07436253844225256,0.33986759730557903,0.939287873549054,19,
BIOCARTA_DEATH_PATHWAY,0.00902056104402747,0.03948245565612024,0.3807304007227924,0.5366197900758509,1.6314602000660894,29,
BIOCARTA_ECM_PATHWAY,0.08527131782945736,0.21226428927534532,0.21392785549235627,0.5182070962667806,1.408114304438608,18,
BIOCARTA_EDG1_PATHWAY,0.5637707948243993,0.8348713795824187,0.06895673516728111,0.3228245983813144,0.9280109648537092,22,
BIOCARTA_EFP_PATHWAY,0.5114068441064639,0.7831680243109779,0.07530937641727728,0.356187256201534,0.9478501298021099,16,
BIOCARTA_EGF_PATHWAY,0.16333938294010888,0.34778582666841484,0.1455161460903603,0.4157498174903738,1.2517552073875307,27,
BIOCARTA_EICOSANOID_PATHWAY,0.0033889877048797873,0.01853147293471662,0.4317076958033464,0.6260538004587304,1.7996918274727922,22,
BIOCARTA_EIF4_PATHWAY,0.7777777777777778,1,0.053676960063812645,0.2668132370755438,0.7807453208454477,24,
BIOCARTA_EIF_PATHWAY,0.8277310924369747,1,0.056648418361399534,-0.27209575718713264,-0.7374504781812495,16,
BIOCARTA_EPO_PATHWAY,0.18762088974854932,0.3826070623591285,0.13959967345192228,0.4506545171043524,1.245468313049078,19,
BIOCARTA_ERAD_PATHWAY,0.9148936170212766,1,0.048214971002556443,0.2404873877725524,0.6646320180771746,19,
BIOCARTA_ERK_PATHWAY,0.06111111111111111,0.1668510834485938,0.24891111443470243,0.4962058830589125,1.4731141936855718,26,
BIOCARTA_ETS_PATHWAY,0.2900763358778626,0.5312117128154864,0.10797236031734525,0.42405230014516293,1.1416340048734217,17,
BIOCARTA_FAS_PATHWAY,0.006919668469247972,0.03252244180546547,0.40701791892395395,0.5573436742324491,1.7076877763949956,30,
BIOCARTA_FCER1_PATHWAY,0.006447790517354373,0.030818252981253104,0.40701791892395395,0.5186875060805374,1.6995258869718637,38,
BIOCARTA_FMLP_PATHWAY,0.04440497335701599,0.13221028266478063,0.2878571172551493,0.467006389608564,1.4794221968437682,34,
BIOCARTA_G1_PATHWAY,0.00710532879586039,0.03292769657770948,0.40701791892395395,0.5504257676582587,1.6648969947049546,28,
BIOCARTA_G2_PATHWAY,0.10555555555555556,0.24894464356829946,0.18643255843407516,0.4656950388006363,1.3627105853882042,24,
BIOCARTA_GCR_PATHWAY,0.14122137404580154,0.3149954716004658,0.1619789488834018,0.48653855843016885,1.309859568727329,17,
BIOCARTA_GH_PATHWAY,0.08333333333333333,0.20849176172370087,0.2114001893849227,0.4716702147229331,1.4002737810437857,26,
BIOCARTA_GLEEVEC_PATHWAY,0.14444444444444443,0.3192982456140351,0.15740289930528326,0.4508358707400248,1.3060795048909835,23,
BIOCARTA_GPCR_PATHWAY,0.7396768402154399,0.9872360260887615,0.05456806466709405,0.2704404609655098,0.8222075605716868,29,
BIOCARTA_GSK3_PATHWAY,0.02512598055463164,0.08595959378655607,0.35248785758361917,0.563872688541888,1.569465167050017,20,
BIOCARTA_HCMV_PATHWAY,0.08969465648854962,0.22022046257263303,0.20658792269689108,0.5242425795155174,1.4113663700741519,17,
BIOCARTA_HDAC_PATHWAY,0.9699812382739212,1,0.044152305844146505,0.20386588271709713,0.5971160283227798,25,
BIOCARTA_HER2_PATHWAY,0.050950581756697116,0.14639948819173232,0.3217759180753611,0.5210950312255046,1.5096215375830704,23,
BIOCARTA_HIF_PATHWAY,0.16472868217054262,0.3492743486623535,0.15016980212840597,0.49857816498868585,1.2941503046741838,15,
BIOCARTA_HIVNEF_PATHWAY,1.3992612788624e-4,0.0013880109369217978,0.5188480777437918,0.5490308902294243,1.9469751423563542,56,
BIOCARTA_IGF1MTOR_PATHWAY,0.586073500967118,0.8557909850330666,0.06928364673925483,0.3275684963470594,0.9052970004046921,19,
BIOCARTA_IGF1R_PATHWAY,0.9815157116451017,1,0.042931109345258275,0.1914691200302222,0.5504086234750254,22,
BIOCARTA_IGF1_PATHWAY,0.1720226843100189,0.35857737996618516,0.1446305280344838,0.4446010563012665,1.2559255511697578,21,
BIOCARTA_IL12_PATHWAY,0.03414368896177945,0.10744002286353901,0.3217759180753611,0.5867566773304967,1.579666883537073,17,
BIOCARTA_IL1R_PATHWAY,0.001779478269566,0.01080827724345626,0.45505986738722953,0.5962323234909555,1.826841673800793,30,
BIOCARTA_IL2RB_PATHWAY,0.0015898742821630575,0.009963212168221826,0.45505986738722953,0.5651181878791522,1.823477636213673,36,
BIOCARTA_IL2_PATHWAY,0.07869481765834933,0.20174489617867736,0.22205604614524838,0.507861979536056,1.4135667549567745,20,
BIOCARTA_IL6_PATHWAY,0.04914933837429111,0.14216078687682254,0.28201335001172506,0.5360085093806581,1.514136714329857,21,
BIOCARTA_IL7_PATHWAY,0.01252393594207862,0.050453570509516724,0.3807304007227924,0.6430040000736603,1.7110983459448934,16,
BIOCARTA_INFLAM_PATHWAY,2.981722704170848e-4,0.0025188344412537603,0.49849310876659025,0.7074822393332035,1.9985220655330167,21,
BIOCARTA_INSULIN_PATHWAY,0.14555765595463138,0.32068171077504726,0.15851410542482433,0.45707614514504163,1.2911656447546758,21,
BIOCARTA_INTEGRIN_PATHWAY,0.9135135135135135,1,0.04504427671527945,0.22902895081243813,0.7185729387522679,33,
BIOCARTA_INTRINSIC_PATHWAY,0.014613635013411487,0.05689805821789798,0.3807304007227924,0.6103020115473878,1.6866841181498122,19,
BIOCARTA_KERATINOCYTE_PATHWAY,0.037387751748343426,0.11549831291272289,0.3217759180753611,0.44264743923875954,1.4904556518571335,46,
BIOCARTA_LAIR_PATHWAY,2.3515337895245247e-4,0.002108174346288115,0.5188480777437918,0.7572404696829647,2.015093086526091,16,
BIOCARTA_LIS1_PATHWAY,0.0577319587628866,0.1598357455791559,0.27128855468895297,-0.5090164720893898,-1.4653274001068102,19,
BIOCARTA_MAL_PATHWAY,0.8061855670103093,1,0.05700595265823873,-0.2641300678348684,-0.7603624770762516,19,
BIOCARTA_MAPK_PATHWAY,0.37583892617449666,0.6346501627617249,0.08504274637643215,0.27642459365890376,1.0428528221605777,81,
BIOCARTA_MCALPAIN_PATHWAY,0.16279069767441862,0.34702898186749714,0.15114876138548375,0.5027035974455885,1.304858614917041,15,
BIOCARTA_MCM_PATHWAY,0.437984496124031,0.7063573491412068,0.08455574424412811,0.3733931201785239,1.0146140365311869,18,
BIOCARTA_MEF2D_PATHWAY,0.683206106870229,0.9431110873858966,0.06116926267466889,0.3087851474566089,0.8313116670175892,17,
BIOCARTA_MET_PATHWAY,0.05945945945945946,0.16347210720469774,0.24891111443470243,0.45026018658769323,1.412680730238459,33,
BIOCARTA_MITOCHONDRIA_PATHWAY,0.02705661511611026,0.09067870668794847,0.35248785758361917,0.5805475993526296,1.6044522173134752,19,
BIOCARTA_MPR_PATHWAY,0.654510556621881,0.9182685421262211,0.06350079680659454,0.307843339518643,0.8568412836809542,20,
BIOCARTA_MTA3_PATHWAY,0.16221374045801526,0.34678378378378377,0.15016980212840597,0.4753938496817438,1.2798557732585696,17,
BIOCARTA_MTOR_PATHWAY,0.9603024574669187,1,0.04495430676400623,0.21435188484287038,0.6055091532061921,21,
BIOCARTA_NDKDYNAMIN_PATHWAY,0.14644351464435146,0.3219148083607459,0.16693384871319314,-0.46873244163058414,-1.2962428873414453,17,
BIOCARTA_NFAT_PATHWAY,0.001242171929355745,0.008173491295160802,0.45505986738722953,0.5307354466358701,1.803723919195656,47,
BIOCARTA_NFKB_PATHWAY,0.005635788362794664,0.027674244348648427,0.40701791892395395,0.6298306504327493,1.7791689776201383,21,
BIOCARTA_NGF_PATHWAY,0.08897485493230174,0.21954545454545454,0.2089550275493539,0.5065825459901084,1.4000359144925874,19,
BIOCARTA_NKCELLS_PATHWAY,0.003945234383988535,0.021048358578360456,0.40701791892395395,0.6397152184201276,1.7805628336751755,20,
BIOCARTA_NKT_PATHWAY,2.0858345680589533e-4,0.0019240361856768101,0.5188480777437918,0.7365446688467301,2.0355793881489292,19,
BIOCARTA_NO1_PATHWAY,0.41742286751361163,0.6832443950844688,0.08359906036841593,0.33802322971944054,1.0177330697903628,27,
BIOCARTA_NOS1_PATHWAY,0.02659339839814797,0.08973567254349418,0.35248785758361917,-0.5122714892749963,-1.5100540220648127,20,
BIOCARTA_NTHI_PATHWAY,0.001720059847638741,0.01054471471813315,0.45505986738722953,0.6478072430904254,1.8622255791966436,22,
BIOCARTA_NUCLEARRS_PATHWAY,0.4620938628158845,0.7294528013952474,0.07788401119770678,0.3226699485842081,0.9886530564217767,30,
BIOCARTA_P38MAPK_PATHWAY,0.044733261022271965,0.1327545052120556,0.3217759180753611,0.45870283439710485,1.4801051853064975,36,
BIOCARTA_P53HYPOXIA_PATHWAY,0.009779437589316778,0.04142620129036764,0.3807304007227924,0.6088284012304394,1.7198410452381192,21,
BIOCARTA_P53_PATHWAY,0.053231939163498096,0.15119402576797877,0.27128855468895297,0.5723707023883002,1.5231360333866395,16,
BIOCARTA_PAR1_PATHWAY,0.23017408123791103,0.44632970173245223,0.12443416863039332,0.4331853540394303,1.197189003229557,19,
BIOCARTA_PDGF_PATHWAY,0.1709090909090909,0.3573882896764253,0.14205664357582118,0.41473918326808756,1.2544798234048773,28,
BIOCARTA_PDZS_PATHWAY,0.056485355648535567,0.15682432074572322,0.27650059925447157,-0.526340511546441,-1.4555534966564925,17,
BIOCARTA_PGC1A_PATHWAY,0.8497942386831275,1,0.054455595394037055,-0.2763134872710866,-0.7385310488647858,15,
BIOCARTA_PITX2_PATHWAY,0.07224334600760456,0.18913576262468357,0.23112670967383428,0.5473320944253773,1.45650577810796,16,
BIOCARTA_PML_PATHWAY,0.013992258157517817,0.055131172860160026,0.3807304007227924,0.6345323598238826,1.708288621284549,17,
BIOCARTA_PPARA_PATHWAY,0.02712454958275541,0.0907523065701003,0.35248785758361917,0.4358002315386709,1.5051185602561699,49,
BIOCARTA_PROTEASOME_PATHWAY,0.7833655705996132,1,0.05536428377253621,0.2816299130963394,0.7783371062650082,19,
BIOCARTA_PTDINS_PATHWAY,0.9888888888888889,1,0.04267338611560842,0.18462179106086352,0.5348525996058278,23,
BIOCARTA_PTEN_PATHWAY,0.10077519379844961,0.23938656144180448,0.19578900214894943,0.50550917615077,1.3736104871794779,18,
BIOCARTA_PYK2_PATHWAY,0.9334811529933481,1,0.05356693847709506,-0.20829905921288308,-0.6608001131903576,27,
BIOCARTA_RAC1_PATHWAY,0.6314779270633397,0.8961448080683195,0.06523530560177027,0.31513339920143385,0.8771322021282413,20,
BIOCARTA_RACCYCD_PATHWAY,0.15555555555555556,0.33522561863173217,0.15114876138548375,0.4296083781247731,1.2754024511771138,26,
BIOCARTA_RAS_PATHWAY,0.27726432532347506,0.5135448643983239,0.10882012676916121,0.39746480828740144,1.1425761917885366,22,
BIOCARTA_RELA_PATHWAY,0.05426356589147287,0.15324217320424527,0.27128855468895297,0.5879530626282397,1.5261391062958458,15,
BIOCARTA_RHO_PATHWAY,0.29558541266794625,0.5367852848266107,0.10714023727672473,0.40336676481416756,1.1227181237639674,20,
BIOCARTA_SHH_PATHWAY,0.04844961240310078,0.14096606703451875,0.2878571172551493,0.5948302484661727,1.5439900929062682,15,
BIOCARTA_SPPA_PATHWAY,0.1844106463878327,0.3784060457064259,0.13959967345192228,0.47641313728698736,1.267783297000946,16,
BIOCARTA_SPRY_PATHWAY,0.41634980988593157,0.6825726141078838,0.08628656262672446,0.3839911453692501,1.021839076620892,16,
BIOCARTA_STATHMIN_PATHWAY,0.46421663442940037,0.7307525010874293,0.08130273453844984,0.35939515096891317,0.9932559319972873,19,
BIOCARTA_STRESS_PATHWAY,0.06481481481481481,0.17454903744126116,0.24133997681509095,0.4963190427841117,1.4523221356910148,24,
BIOCARTA_TCR_PATHWAY,0.01120472636813748,0.0464666593502172,0.3807304007227924,0.4804009131082202,1.6064902328703612,44,
BIOCARTA_TEL_PATHWAY,0.08969465648854962,0.22022046257263303,0.20658792269689108,0.5230712670161777,1.4082129614518621,17,
BIOCARTA_TFF_PATHWAY,0.025413131510425537,0.08679155986432528,0.35248785758361917,0.5615279658115528,1.5629389409595722,20,
BIOCARTA_TGFB_PATHWAY,0.038677183914647674,0.11837017216668916,0.3217759180753611,0.5606064197429383,1.5493410259550187,19,
BIOCARTA_TH1TH2_PATHWAY,2.1789491869041768e-4,0.0019913174513652063,0.5188480777437918,0.7589483200010738,2.019637848073614,16,
BIOCARTA_TID_PATHWAY,0.0015368866871194238,0.009723763847351739,0.45505986738722953,0.6927141817298581,1.8822990947216547,18,
BIOCARTA_TNFR1_PATHWAY,0.2585278276481149,0.48649564516432675,0.11146266692298015,0.3731707133241574,1.1345335708408737,29,
BIOCARTA_TNFR2_PATHWAY,0.007429526307458584,0.03434633473284133,0.40701791892395395,0.6643996958859104,1.7680344454255923,16,
BIOCARTA_TOB1_PATHWAY,1.7318762048954876e-5,2.718564683847517e-4,0.5756102610711286,0.8031775427435326,2.1373362603204735,16,
BIOCARTA_TOLL_PATHWAY,0.0050376259260552815,0.025563685290573585,0.40701791892395395,0.5924871996291736,1.735374250754848,25,
BIOCARTA_TPO_PATHWAY,0.7277777777777777,0.9819776714513556,0.05676723874874463,0.27739169832179456,0.8116998724647018,24,
BIOCARTA_VDR_PATHWAY,0.8148148148148148,1,0.051530912208538955,0.25832639392800055,0.7559112340931567,24,
BIOCARTA_VEGF_PATHWAY,0.06352087114337568,0.17200301733473744,0.24133997681509095,0.49035095937778944,1.4763671348161955,27,
BIOCARTA_VIP_PATHWAY,0.324577861163227,0.5751496390809786,0.09992769737310925,0.3732637025856129,1.093276308102359,25,
BIOCARTA_WNT_PATHWAY,0.6351851851851852,0.898821186778176,0.06321911708594577,0.29830469474453336,0.8728952025048226,24,
KEGG_ABC_TRANSPORTERS,0.7632508833922261,0.9981980594486372,0.052375908409799665,0.24859524714885592,0.826428868671814,43,
KEGG_ACUTE_MYELOID_LEUKEMIA,0.13494809688581316,0.3044429065743945,0.15740289930528326,0.3530283269447488,1.2530857362366197,57,
KEGG_ADHERENS_JUNCTION,0.0032358047642434655,0.017942355630945508,0.4317076958033464,0.4687088703610132,1.7066233965919653,68,
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,0.009272112442389008,0.040315308284748684,0.3807304007227924,0.45205826899314805,1.6275469179130968,64,
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,0.8650442477876106,1,0.05700595265823873,-0.22996369984330742,-0.7374909753634611,28,
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION,0.044556639494086434,0.13246205777308226,0.3217759180753611,0.4442335654507847,1.4635121841914154,39,
KEGG_ALLOGRAFT_REJECTION,5.965527318019835e-7,1.4906266994647031e-5,0.6594443980379349,0.7370209314003255,2.2837139367098214,31,
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM,0.6092436974789915,0.8759992628927947,0.07147862874255066,-0.3318202238099146,-0.8993193618617831,16,
KEGG_ALZHEIMERS_DISEASE,0.8451443569553806,1,0.06628421870126719,-0.19669315493833042,-0.858605445006225,148,
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,0.8026030368763557,1,0.059603704257597284,-0.258328879387137,-0.7767391911181664,22,
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,0.7599309153713298,0.9973098680075425,0.051530912208538955,0.2474066674661001,0.8208551120164107,41,
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,0.9668989547038328,1,0.04090557831720346,0.18733047875666897,0.6554355686535193,53,
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION,1.2915461506304715e-7,4.112116292491211e-6,0.6901324587967956,0.6176420692399314,2.239403770293556,67,
KEGG_APOPTOSIS,2.1040050928926937e-5,3.053901509831013e-4,0.5756102610711286,0.5166139461666261,1.9527251877687715,84,
KEGG_ARACHIDONIC_ACID_METABOLISM,0.6794425087108014,0.9400742224898091,0.05712585100181134,0.25179231013556946,0.8727159937008161,50,
KEGG_ARGININE_AND_PROLINE_METABOLISM,0.5234782608695652,0.7948816053511706,0.06961334388509648,0.2777236842311782,0.9659672796937093,51,
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,0.030741053292048858,0.09901060416224168,0.35248785758361917,0.3809494013221696,1.4024582533300238,74,
KEGG_ASTHMA,5.561373024240954e-8,2.032990805528082e-6,0.7195128263389107,0.8187213584731754,2.371850280597882,23,
KEGG_AUTOIMMUNE_THYROID_DISEASE,1.2895594323329003e-5,2.1572799317162247e-4,0.5933254763964051,0.6540287107412439,2.1546750660534144,39,
KEGG_AXON_GUIDANCE,0.9340836012861736,1,0.03879622083044794,0.1910450041641928,0.7725358550366374,128,
KEGG_BASAL_CELL_CARCINOMA,0.0029052348557962763,0.016566522257464824,0.4317076958033464,0.49529908229453024,1.7412140161220995,54,
KEGG_BASAL_TRANSCRIPTION_FACTORS,0.4219858156028369,0.686727122835944,0.08175155825321447,0.3228301550525753,1.0099691883483977,32,
KEGG_BASE_EXCISION_REPAIR,0.9875666074600356,1,0.040822900367777595,0.17851923145474635,0.5655282656817825,34,
KEGG_BETA_ALANINE_METABOLISM,0.7615526802218114,0.9976861004431824,0.05456806466709405,0.2748522497309388,0.7901067723585985,22,
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,0.8544698544698545,1,0.054680848878544186,-0.2493316832379165,-0.7349702628082264,20,
KEGG_BLADDER_CANCER,0.009481911034722384,0.040867450616903896,0.3807304007227924,0.49714079766450403,1.6378132388585713,39,
KEGG_BUTANOATE_METABOLISM,0.7321428571428571,0.9824949014276001,0.06538341954687732,-0.2605279996079592,-0.8506506922999802,30,
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,2.133967360064156e-6,4.255001584612771e-5,0.6272567397185284,0.5700591550502617,2.1119259717224157,75,
KEGG_CALCIUM_SIGNALING_PATHWAY,0.14432989690721648,0.3192982456140351,0.1882041463084906,-0.25375143882703277,-1.1390722364780566,172,
KEGG_CARDIAC_MUSCLE_CONTRACTION,0.5355450236966824,0.8076133512431254,0.08455574424412811,-0.2445613050251533,-0.9660231052102252,73,
KEGG_CELL_ADHESION_MOLECULES_CAMS,5.842878980921347e-7,1.4786978344024025e-5,0.6594443980379349,0.5180444676976983,2.0673914575661048,119,
KEGG_CELL_CYCLE,8.720854928697716e-4,0.006040339519034839,0.47727081536286214,0.41431352629475104,1.6645113279698036,124,
KEGG_CHEMOKINE_SIGNALING_PATHWAY,2.134678085085641e-10,1.685541815983622e-8,0.826657301178302,0.5294940330287914,2.1928919402529248,163,
KEGG_CHRONIC_MYELOID_LEUKEMIA,0.005140227661928236,0.02588471786899576,0.40701791892395395,0.44548896410656974,1.6336367979526913,73,
KEGG_CITRATE_CYCLE_TCA_CYCLE,0.9784560143626571,1,0.04173970347285044,0.18736464998385774,0.5696360346769357,29,
KEGG_COLORECTAL_CANCER,0.03972881532480754,0.12121750084474918,0.3217759180753611,0.40018875619151717,1.4384846142197056,62,
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,1.1947451426214363e-10,9.826778798061314e-9,0.826657301178302,0.6983484553142819,2.4953185882318154,60,
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.19005328596802842,0.38636991400709386,0.13214726060877433,0.37945180058058975,1.2020593912682627,34,
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,1.3617145573828882e-25,8.960081787579405e-23,1.3110147627406066,0.6577027264847621,2.803202338700393,198,
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,0.010961929701169163,0.04571002306760103,0.3807304007227924,0.48626617753327095,1.6373260260080273,46,
KEGG_DILATED_CARDIOMYOPATHY,0.33276450511945393,0.5844102607702866,0.09284812141598782,0.28158585016534,1.0762368939041282,88,
KEGG_DNA_REPLICATION,0.6056338028169014,0.8745582492761984,0.0630790410571939,0.2825709925986396,0.9117772117369984,36,
KEGG_DORSO_VENTRAL_AXIS_FORMATION,0.5703703703703704,0.8402321724709786,0.06847149044920875,0.31821390758448154,0.9218713279960558,23,
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,0.024714257977083053,0.0852740945251589,0.35248785758361917,0.4553936159405034,1.5139083918073564,43,
KEGG_DRUG_METABOLISM_OTHER_ENZYMES,0.13082437275985664,0.2968359906068471,0.16318012718068908,0.41413562516997493,1.2832299037854553,31,
KEGG_ECM_RECEPTOR_INTERACTION,2.4343940597388385e-4,0.0021453097651448513,0.5188480777437918,0.4889751055964442,1.8322625853350782,80,
KEGG_ENDOCYTOSIS,0.03418051385932244,0.10744002286353901,0.3217759180753611,0.31100497618529027,1.3091440264623568,177,
KEGG_ENDOMETRIAL_CANCER,0.10243055555555555,0.24215319361277443,0.18302393838448722,0.37267538249328386,1.3025632680712824,52,
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.05114638447971781,0.14653550502607104,0.26635065708852557,0.3834002500438577,1.3808540269754956,65,
KEGG_ERBB_SIGNALING_PATHWAY,0.8048359240069085,1,0.04889707722601022,0.218516395433084,0.8244540015648427,85,
KEGG_ETHER_LIPID_METABOLISM,0.8292682926829268,1,0.05909547987173424,-0.24326522503030085,-0.7717254645447694,27,
KEGG_FATTY_ACID_METABOLISM,0.06239168110918544,0.1696434965696034,0.2377938344236881,0.42777794294037974,1.4092997024803722,39,
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,0.17586206896551723,0.3650386163385184,0.13574094381042484,0.32457260190982684,1.190228689840902,73,
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,6.54504782636575e-5,7.813666728094586e-4,0.5384340963099162,0.48424363512889324,1.8616393524044559,92,
KEGG_FOCAL_ADHESION,1.7344976956695604e-6,3.52979221778527e-5,0.6435518361507222,0.4341798418895798,1.8427924577922945,193,
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM,0.35379061371841153,0.61008364598068765,0.09255288646847727,0.34617802188233826,1.0606812344989742,30,
KEGG_GALACTOSE_METABOLISM,0.09074074074074075,0.22141189397060843,0.20207170902115992,0.478730638277263,1.4008551819882225,24,
KEGG_GAP_JUNCTION,0.8416075650118203,1,0.06143641072012707,-0.20825116787083334,-0.8449541376059843,86,
KEGG_GLIOMA,0.9564459930313589,1,0.041404427376027834,0.19397494490616501,0.6983686515403102,64,
KEGG_GLUTATHIONE_METABOLISM,0.967741935483871,1,0.053676960063812645,-0.18867231171847207,-0.6667701007722341,44,
KEGG_GLYCEROLIPID_METABOLISM,0.9461358313817331,1,0.05547933087042326,-0.20964591910131894,-0.7063967703929506,37,
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM,0.46153846153846156,0.7294450945371682,0.09196861400004266,-0.25721992139962024,-0.9927945048458916,67,
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.8204667863554758,1,0.0497903187820785,0.2537416621034113,0.7714389787261091,29,
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.06097560975609756,0.1667117086683332,0.24133997681509095,0.39303908414286626,1.3751728887260262,53,
